Id,UTC,UTCMilliseconds,PCLocalTime,PCTime,UpdateOf,Species,Volume,Channels,Comment,Potential_for_screening
405,2021-08-14 23:04:13.495,495,2021-08-14 20:04:13.495,2021-08-14 23:04:13.495,0,Dolphin Clicks                                    ,0,3,,
406,2021-08-14 23:04:14.306,306,2021-08-14 20:04:14.306,2021-08-14 23:04:14.306,0,Dolphin Whistles                                  ,0,3,,
407,2021-08-14 23:04:15.227,227,2021-08-14 20:04:15.227,2021-08-14 23:04:15.227,0,Ship Noise                                        ,0,3,,
408,2021-08-14 23:04:15.964,964,2021-08-14 20:04:15.964,2021-08-14 23:04:15.964,0,Airguns                                           ,0,3,,
409,2021-08-14 23:04:16.760,760,2021-08-14 20:04:16.760,2021-08-14 23:04:16.760,0,Other Noise                                       ,0,3,,
410,2021-08-14 23:24:07.370,370,2021-08-14 20:24:07.370,2021-08-14 23:24:07.370,0,,-1,3,turn hydrophone off                               ,
411,2021-08-15 10:13:36.021,21,2021-08-15 07:13:36.021,2021-08-15 10:13:36.021,0,Dolphin Clicks                                    ,3,3,,
412,2021-08-15 10:13:37.053,53,2021-08-15 07:13:37.053,2021-08-15 10:13:37.053,0,Dolphin Whistles                                  ,3,3,,
413,2021-08-15 10:32:00.714,714,2021-08-15 07:32:00.714,2021-08-15 10:32:00.714,0,Dolphin Clicks                                    ,5,3,,
414,2021-08-15 10:32:02.009,9,2021-08-15 07:32:02.009,2021-08-15 10:32:02.009,0,Dolphin Whistles                                  ,5,3,,
415,2021-08-15 11:03:05.772,772,2021-08-15 08:03:05.772,2021-08-15 11:03:05.772,0,Dolphin Whistles                                  ,1,3,,
416,2021-08-15 11:03:09.059,59,2021-08-15 08:03:09.059,2021-08-15 11:03:09.059,0,Dolphin Clicks                                    ,3,3,,
417,2021-08-15 11:21:00.838,838,2021-08-15 08:21:00.838,2021-08-15 11:21:00.838,0,Other Noise                                       ,2,3,,
418,2021-08-15 11:21:13.739,739,2021-08-15 08:21:13.739,2021-08-15 11:21:13.739,0,Other Noise                                       ,2,3,pilot whale calls?                                ,
419,2021-08-15 11:40:33.962,962,2021-08-15 08:40:33.962,2021-08-15 11:40:33.962,0,Other Noise                                       ,2,3,Clicks and some calls -- simultaneous with pilot  ,
420,2021-08-15 11:40:34.308,308,2021-08-15 08:40:34.308,2021-08-15 11:40:34.308,0,Other Noise                                       ,2,3,,
421,2021-08-15 13:07:23.669,669,2021-08-15 10:07:23.669,2021-08-15 13:07:23.669,0,NBW                                               ,1,3,,
422,2021-08-15 13:07:25.921,921,2021-08-15 10:07:25.921,2021-08-15 13:07:25.921,0,Dolphin Clicks                                    ,0,3,,
423,2021-08-15 13:07:26.565,565,2021-08-15 10:07:26.565,2021-08-15 13:07:26.565,0,Dolphin Whistles                                  ,0,3,,
424,2021-08-15 13:07:27.455,455,2021-08-15 10:07:27.455,2021-08-15 13:07:27.455,0,Ship Noise                                        ,0,3,,
425,2021-08-15 13:07:28.315,315,2021-08-15 10:07:28.315,2021-08-15 13:07:28.315,0,Airguns                                           ,0,3,,
426,2021-08-15 14:36:54.851,851,2021-08-15 11:36:54.851,2021-08-15 14:36:54.851,0,Dolphin Whistles                                  ,2,3,,
427,2021-08-15 14:37:23.610,610,2021-08-15 11:37:23.610,2021-08-15 14:37:23.610,0,NBW                                               ,0,3,,
428,2021-08-15 14:37:24.344,344,2021-08-15 11:37:24.344,2021-08-15 14:37:24.344,0,Sperm Whale                                       ,0,3,,
429,2021-08-15 14:37:25.278,278,2021-08-15 11:37:25.278,2021-08-15 14:37:25.278,0,Dolphin Clicks                                    ,0,3,,
430,2021-08-15 14:37:27.279,279,2021-08-15 11:37:27.279,2021-08-15 14:37:27.279,0,Ship Noise                                        ,0,3,,
431,2021-08-15 14:37:28.205,205,2021-08-15 11:37:28.205,2021-08-15 14:37:28.205,0,Airguns                                           ,0,3,,
432,2021-08-15 14:37:37.690,690,2021-08-15 11:37:37.690,2021-08-15 14:37:37.690,0,Other Noise                                       ,2,3,tonal calls -- dolphins or other?                 ,
433,2021-08-15 14:39:45.630,630,2021-08-15 11:39:45.630,2021-08-15 14:39:45.630,0,Other Noise                                       ,4,3,pilot whales                                      ,
434,2021-08-15 15:31:23.003,3,2021-08-15 12:31:23.003,2021-08-15 15:31:23.003,0,Other Noise                                       ,5,3,pilot clicks                                      ,
435,2021-08-15 15:31:26.305,305,2021-08-15 12:31:26.305,2021-08-15 15:31:26.305,0,Airguns                                           ,0,3,,
436,2021-08-15 15:31:27.295,295,2021-08-15 12:31:27.295,2021-08-15 15:31:27.295,0,Ship Noise                                        ,0,3,,
437,2021-08-15 15:31:33.168,168,2021-08-15 12:31:33.168,2021-08-15 15:31:33.168,0,Dolphin Whistles                                  ,0,3,,
438,2021-08-15 15:31:33.920,920,2021-08-15 12:31:33.920,2021-08-15 15:31:33.920,0,Dolphin Clicks                                    ,0,3,,
439,2021-08-15 15:31:34.804,804,2021-08-15 12:31:34.804,2021-08-15 15:31:34.804,0,Sperm Whale                                       ,0,3,,
440,2021-08-15 15:31:36.975,975,2021-08-15 12:31:36.975,2021-08-15 15:31:36.975,0,NBW                                               ,0,3,,
441,2021-08-15 15:40:42.543,543,2021-08-15 12:40:42.543,2021-08-15 15:40:42.543,0,Dolphin Clicks                                    ,3,3,,
442,2021-08-15 16:03:19.811,811,2021-08-15 13:03:19.811,2021-08-15 16:03:19.811,0,NBW                                               ,2,3,,
443,2021-08-15 16:03:23.201,201,2021-08-15 13:03:23.201,2021-08-15 16:03:23.201,0,Sperm Whale                                       ,0,3,,
444,2021-08-15 16:03:24.598,598,2021-08-15 13:03:24.598,2021-08-15 16:03:24.598,0,Dolphin Clicks                                    ,0,3,,
445,2021-08-15 16:03:26.954,954,2021-08-15 13:03:26.954,2021-08-15 16:03:26.954,0,Dolphin Whistles                                  ,1,3,,
446,2021-08-15 16:03:31.867,867,2021-08-15 13:03:31.867,2021-08-15 16:03:31.867,0,Ship Noise                                        ,0,3,,
447,2021-08-15 16:03:33.146,146,2021-08-15 13:03:33.146,2021-08-15 16:03:33.146,0,Airguns                                           ,0,3,,
448,2021-08-15 16:03:34.422,422,2021-08-15 13:03:34.422,2021-08-15 16:03:34.422,0,Other Noise                                       ,0,3,,
449,2021-08-15 16:32:04.013,13,2021-08-15 13:32:04.013,2021-08-15 16:32:04.013,0,Dolphin Whistles                                  ,1,3,,
450,2021-08-15 16:32:05.521,521,2021-08-15 13:32:05.521,2021-08-15 16:32:05.521,0,NBW                                               ,0,3,,
451,2021-08-15 16:32:06.391,391,2021-08-15 13:32:06.391,2021-08-15 16:32:06.391,0,Sperm Whale                                       ,0,3,,
452,2021-08-15 16:32:07.321,321,2021-08-15 13:32:07.321,2021-08-15 16:32:07.321,0,Dolphin Clicks                                    ,0,3,,
453,2021-08-15 16:32:08.659,659,2021-08-15 13:32:08.659,2021-08-15 16:32:08.659,0,Ship Noise                                        ,0,3,,
454,2021-08-15 16:32:09.662,662,2021-08-15 13:32:09.662,2021-08-15 16:32:09.663,0,Airguns                                           ,0,3,,
455,2021-08-15 16:32:10.554,554,2021-08-15 13:32:10.554,2021-08-15 16:32:10.554,0,Other Noise                                       ,0,3,,
456,2021-08-15 17:02:52.131,131,2021-08-15 14:02:52.131,2021-08-15 17:02:52.131,0,Other Noise                                       ,1,3,pilot whistles                                    ,
457,2021-08-15 17:02:54.027,27,2021-08-15 14:02:54.027,2021-08-15 17:02:54.027,0,Airguns                                           ,0,3,,
458,2021-08-15 17:02:55.507,507,2021-08-15 14:02:55.507,2021-08-15 17:02:55.507,0,Ship Noise                                        ,0,3,,
459,2021-08-15 17:03:02.415,415,2021-08-15 14:03:02.415,2021-08-15 17:03:02.415,0,Dolphin Whistles                                  ,0,3,,
460,2021-08-15 17:03:03.284,284,2021-08-15 14:03:03.284,2021-08-15 17:03:03.284,0,Dolphin Clicks                                    ,0,3,,
461,2021-08-15 17:03:04.392,392,2021-08-15 14:03:04.392,2021-08-15 17:03:04.392,0,Sperm Whale                                       ,0,3,,
462,2021-08-15 17:03:06.005,5,2021-08-15 14:03:06.005,2021-08-15 17:03:06.005,0,NBW                                               ,0,3,,
463,2021-08-15 17:35:31.567,567,2021-08-15 14:35:31.567,2021-08-15 17:35:31.567,0,NBW                                               ,0,3,,
464,2021-08-15 17:35:32.467,467,2021-08-15 14:35:32.467,2021-08-15 17:35:32.467,0,Sperm Whale                                       ,0,3,,
465,2021-08-15 17:35:33.457,457,2021-08-15 14:35:33.457,2021-08-15 17:35:33.457,0,Dolphin Clicks                                    ,0,3,,
466,2021-08-15 17:35:38.211,211,2021-08-15 14:35:38.211,2021-08-15 17:35:38.211,0,Dolphin Whistles                                  ,0,3,,
467,2021-08-15 17:35:39.156,156,2021-08-15 14:35:39.156,2021-08-15 17:35:39.156,0,Ship Noise                                        ,0,3,,
468,2021-08-15 17:35:39.944,944,2021-08-15 14:35:39.944,2021-08-15 17:35:39.944,0,Airguns                                           ,0,3,,
469,2021-08-15 17:35:40.727,727,2021-08-15 14:35:40.727,2021-08-15 17:35:40.727,0,Other Noise                                       ,0,3,,
470,2021-08-15 18:05:50.417,417,2021-08-15 15:05:50.417,2021-08-15 18:05:50.417,0,,-1,3,with large group of nbw                           ,
471,2021-08-15 18:07:09.713,713,2021-08-15 15:07:09.713,2021-08-15 18:07:09.713,0,Dolphin Whistles                                  ,3,3,,
472,2021-08-15 18:07:53.860,860,2021-08-15 15:07:53.860,2021-08-15 18:07:53.860,0,,-1,3,buzz                                              ,yes
473,2021-08-15 18:29:25.728,728,2021-08-15 15:29:25.728,2021-08-15 18:29:25.728,0,NBW                                               ,1,3,,
474,2021-08-15 18:29:28.315,315,2021-08-15 15:29:28.315,2021-08-15 18:29:28.315,0,Sperm Whale                                       ,0,3,,
475,2021-08-15 18:29:29.044,44,2021-08-15 15:29:29.044,2021-08-15 18:29:29.044,0,Dolphin Clicks                                    ,0,3,,
476,2021-08-15 18:29:29.907,907,2021-08-15 15:29:29.907,2021-08-15 18:29:29.907,0,Dolphin Whistles                                  ,0,3,,
477,2021-08-15 18:29:30.725,725,2021-08-15 15:29:30.725,2021-08-15 18:29:30.725,0,Ship Noise                                        ,0,3,,
478,2021-08-15 18:29:31.915,915,2021-08-15 15:29:31.915,2021-08-15 18:29:31.915,0,Airguns                                           ,0,3,,
479,2021-08-15 18:29:42.558,558,2021-08-15 15:29:42.558,2021-08-15 18:29:42.558,0,,-1,3,bottlenose                                        ,
480,2021-08-15 18:40:13.826,826,2021-08-15 15:40:13.826,2021-08-15 18:40:13.827,0,NBW                                               ,2,3,,
481,2021-08-15 18:40:23.397,397,2021-08-15 15:40:23.397,2021-08-15 18:40:23.397,0,,-1,3,doublets                                          ,yes
482,2021-08-15 19:07:10.820,820,2021-08-15 16:07:10.820,2021-08-15 19:07:10.820,0,NBW                                               ,1,3,,
483,2021-08-15 19:34:06.218,218,2021-08-15 16:34:06.218,2021-08-15 19:34:06.218,0,NBW                                               ,3,3,NBW+                                              ,
484,2021-08-15 19:34:13.379,379,2021-08-15 16:34:13.379,2021-08-15 19:34:13.379,0,,-1,3,doublets?                                         ,yes
485,2021-08-15 20:08:05.075,75,2021-08-15 17:08:05.075,2021-08-15 20:08:05.075,0,Dolphin Clicks                                    ,1,3,,
486,2021-08-15 20:08:19.199,199,2021-08-15 17:08:19.199,2021-08-15 20:08:19.199,0,Dolphin Whistles                                  ,2,3,,
487,2021-08-15 20:30:46.671,671,2021-08-15 17:30:46.671,2021-08-15 20:30:46.671,0,Dolphin Whistles                                  ,1,3,,
488,2021-08-15 21:05:11.518,518,2021-08-15 18:05:11.518,2021-08-15 21:05:11.518,0,Dolphin Whistles                                  ,2,3,,
489,2021-08-15 21:05:13.729,729,2021-08-15 18:05:13.729,2021-08-15 21:05:13.729,0,Dolphin Clicks                                    ,4,3,,
490,2021-08-16 13:22:33.069,69,2021-08-16 10:22:33.069,2021-08-16 13:22:33.069,0,NBW                                               ,3,3,tail slapping                                     ,
491,2021-08-16 13:22:41.922,922,2021-08-16 10:22:41.922,2021-08-16 13:22:41.922,0,NBW                                               ,3,3,possible patterns?                                ,yes
492,2021-08-16 14:31:05.634,634,2021-08-16 11:31:05.634,2021-08-16 14:31:05.634,0,Dolphin Whistles                                  ,2,3,,
493,2021-08-16 15:10:07.014,14,2021-08-16 12:10:07.014,2021-08-16 15:10:07.014,0,NBW                                               ,0,3,,
494,2021-08-16 15:10:07.758,758,2021-08-16 12:10:07.758,2021-08-16 15:10:07.758,0,Sperm Whale                                       ,0,3,,
495,2021-08-16 15:10:08.503,503,2021-08-16 12:10:08.503,2021-08-16 15:10:08.503,0,Dolphin Clicks                                    ,0,3,,
496,2021-08-16 15:10:09.872,872,2021-08-16 12:10:09.872,2021-08-16 15:10:09.872,0,Dolphin Whistles                                  ,0,3,,
497,2021-08-16 15:10:11.875,875,2021-08-16 12:10:11.875,2021-08-16 15:10:11.875,0,Ship Noise                                        ,0,3,,
498,2021-08-16 15:10:12.755,755,2021-08-16 12:10:12.755,2021-08-16 15:10:12.755,0,Airguns                                           ,0,3,,
499,2021-08-16 15:10:13.446,446,2021-08-16 12:10:13.446,2021-08-16 15:10:13.446,0,Other Noise                                       ,0,3,,
500,2021-08-16 16:34:32.709,709,2021-08-16 13:34:32.709,2021-08-16 16:34:32.709,0,Other Noise                                       ,1,3,faint whistles                                    ,
501,2021-08-16 16:34:35.299,299,2021-08-16 13:34:35.299,2021-08-16 16:34:35.299,0,Airguns                                           ,0,3,,
502,2021-08-16 16:34:48.120,120,2021-08-16 13:34:48.120,2021-08-16 16:34:48.120,0,Dolphin Clicks                                    ,1,3,,
503,2021-08-16 16:34:53.657,657,2021-08-16 13:34:53.657,2021-08-16 16:34:53.657,0,Ship Noise                                        ,0,3,,
504,2021-08-16 16:34:54.430,430,2021-08-16 13:34:54.430,2021-08-16 16:34:54.430,0,Airguns                                           ,0,3,,
505,2021-08-16 16:34:56.425,425,2021-08-16 13:34:56.425,2021-08-16 16:34:56.425,0,NBW                                               ,1,3,,
506,2021-08-16 16:34:57.139,139,2021-08-16 13:34:57.139,2021-08-16 16:34:57.139,0,Sperm Whale                                       ,0,3,,
507,2021-08-16 16:35:39.372,372,2021-08-16 13:35:39.372,2021-08-16 16:35:39.372,0,NBW                                               ,4,3,raspberries                                       ,yes
508,2021-08-16 16:36:23.322,322,2021-08-16 13:36:23.322,2021-08-16 16:36:23.322,0,NBW                                               ,5,3,bubbles                                           ,yes
509,2021-08-16 18:06:58.248,248,2021-08-16 15:06:58.248,2021-08-16 18:06:58.248,0,NBW                                               ,0,3,,
510,2021-08-16 18:06:59.558,558,2021-08-16 15:06:59.558,2021-08-16 18:06:59.558,0,Sperm Whale                                       ,0,3,,
511,2021-08-16 18:07:00.876,876,2021-08-16 15:07:00.876,2021-08-16 18:07:00.876,0,Dolphin Clicks                                    ,0,3,,
512,2021-08-16 18:07:01.880,880,2021-08-16 15:07:01.880,2021-08-16 18:07:01.880,0,Dolphin Whistles                                  ,0,3,,
513,2021-08-16 18:07:03.772,772,2021-08-16 15:07:03.772,2021-08-16 18:07:03.772,0,Ship Noise                                        ,0,3,,
514,2021-08-16 18:07:05.141,141,2021-08-16 15:07:05.141,2021-08-16 18:07:05.141,0,Airguns                                           ,0,3,,
515,2021-08-16 18:07:12.435,435,2021-08-16 15:07:12.435,2021-08-16 18:07:12.435,0,Other Noise                                       ,4,3,engine on                                         ,
516,2021-08-16 19:02:18.105,105,2021-08-16 16:02:18.105,2021-08-16 19:02:18.105,0,NBW                                               ,2,3,,
517,2021-08-16 19:02:22.792,792,2021-08-16 16:02:22.792,2021-08-16 19:02:22.792,0,Dolphin Clicks                                    ,2,3,,
518,2021-08-16 19:02:50.354,354,2021-08-16 16:02:50.354,2021-08-16 19:02:50.354,0,,-1,3,"with whales, engine off                           ",
519,2021-08-16 20:41:18.059,59,2021-08-16 17:41:18.059,2021-08-16 20:41:18.060,0,,-1,3,lots of whales spread out and lots of Breaching s ,
520,2021-08-16 21:30:57.726,726,2021-08-16 18:30:57.726,2021-08-16 21:30:57.726,0,NBW                                               ,3,3,,
521,2021-08-16 21:30:59.676,676,2021-08-16 18:30:59.676,2021-08-16 21:30:59.676,0,Sperm Whale                                       ,0,3,,
522,2021-08-16 21:31:01.106,106,2021-08-16 18:31:01.106,2021-08-16 21:31:01.106,0,Dolphin Clicks                                    ,1,3,,
523,2021-08-16 21:31:02.633,633,2021-08-16 18:31:02.633,2021-08-16 21:31:02.633,0,Dolphin Whistles                                  ,2,3,,
524,2021-08-16 21:31:04.263,263,2021-08-16 18:31:04.263,2021-08-16 21:31:04.263,0,Ship Noise                                        ,0,3,,
525,2021-08-16 21:31:05.492,492,2021-08-16 18:31:05.492,2021-08-16 21:31:05.493,0,Airguns                                           ,0,3,,
526,2021-08-16 21:31:06.378,378,2021-08-16 18:31:06.378,2021-08-16 21:31:06.378,0,Other Noise                                       ,0,3,,
527,2021-08-16 21:38:57.267,267,2021-08-16 18:38:57.267,2021-08-16 21:38:57.267,0,Dolphin Whistles                                  ,1,3,,
528,2021-08-16 21:38:58.667,667,2021-08-16 18:38:58.667,2021-08-16 21:38:58.667,0,Dolphin Whistles                                  ,1,3,,
529,2021-08-16 21:59:55.637,637,2021-08-16 18:59:55.637,2021-08-16 21:59:55.637,0,NBW                                               ,3,3,,
530,2021-08-16 21:59:57.514,514,2021-08-16 18:59:57.514,2021-08-16 21:59:57.514,0,Sperm Whale                                       ,0,3,,
531,2021-08-16 22:00:11.360,360,2021-08-16 19:00:11.360,2021-08-16 22:00:11.360,0,Dolphin Clicks                                    ,4,3,pilots at the surface                             ,
532,2021-08-16 22:00:26.060,60,2021-08-16 19:00:26.060,2021-08-16 22:00:26.060,0,Dolphin Whistles                                  ,4,3,pilot whistles                                    ,
533,2021-08-16 22:00:27.370,370,2021-08-16 19:00:27.370,2021-08-16 22:00:27.370,0,Ship Noise                                        ,0,3,,
534,2021-08-16 22:00:28.435,435,2021-08-16 19:00:28.435,2021-08-16 22:00:28.435,0,Airguns                                           ,0,3,,
535,2021-08-16 22:00:29.373,373,2021-08-16 19:00:29.373,2021-08-16 22:00:29.373,0,Other Noise                                       ,0,3,,
536,2021-08-16 22:30:10.097,97,2021-08-16 19:30:10.097,2021-08-16 22:30:10.097,0,NBW                                               ,3,3,multiple whales clicking                          ,
537,2021-08-16 22:30:11.727,727,2021-08-16 19:30:11.727,2021-08-16 22:30:11.727,0,Sperm Whale                                       ,0,3,,
538,2021-08-16 22:30:15.071,71,2021-08-16 19:30:15.071,2021-08-16 22:30:15.071,0,Dolphin Clicks                                    ,1,3,,
539,2021-08-16 22:30:22.769,769,2021-08-16 19:30:22.769,2021-08-16 22:30:22.769,0,Other Noise                                       ,3,3,pilot whistles                                    ,
540,2021-08-16 22:30:24.346,346,2021-08-16 19:30:24.346,2021-08-16 22:30:24.346,0,Ship Noise                                        ,0,3,,
541,2021-08-16 22:30:25.552,552,2021-08-16 19:30:25.552,2021-08-16 22:30:25.552,0,Airguns                                           ,0,3,,
542,2021-08-17 08:42:07.313,313,2021-08-17 05:42:07.313,2021-08-17 08:42:07.313,0,NBW                                               ,2,3,,
543,2021-08-17 08:42:09.027,27,2021-08-17 05:42:09.027,2021-08-17 08:42:09.027,0,Sperm Whale                                       ,0,3,,
544,2021-08-17 08:42:10.472,472,2021-08-17 05:42:10.472,2021-08-17 08:42:10.472,0,Dolphin Clicks                                    ,1,3,,
545,2021-08-17 08:42:12.747,747,2021-08-17 05:42:12.747,2021-08-17 08:42:12.747,0,Dolphin Whistles                                  ,1,3,,
546,2021-08-17 08:42:14.268,268,2021-08-17 05:42:14.268,2021-08-17 08:42:14.269,0,Ship Noise                                        ,0,3,,
547,2021-08-17 08:42:15.503,503,2021-08-17 05:42:15.503,2021-08-17 08:42:15.503,0,Airguns                                           ,0,3,,
548,2021-08-17 08:42:17.386,386,2021-08-17 05:42:17.386,2021-08-17 08:42:17.386,0,Other Noise                                       ,0,3,,
549,2021-08-17 09:06:58.847,847,2021-08-17 06:06:58.847,2021-08-17 09:06:58.847,0,NBW                                               ,4,3,,
550,2021-08-17 09:07:08.708,708,2021-08-17 06:07:08.708,2021-08-17 09:07:08.708,0,NBW                                               ,4,3,,
551,2021-08-17 09:07:08.856,856,2021-08-17 06:07:08.856,2021-08-17 09:07:08.856,0,NBW                                               ,4,3,,
552,2021-08-17 09:07:09.025,25,2021-08-17 06:07:09.025,2021-08-17 09:07:09.025,0,NBW                                               ,4,3,,
553,2021-08-17 09:30:52.679,679,2021-08-17 06:30:52.679,2021-08-17 09:30:52.679,0,NBW                                               ,0,3,,
554,2021-08-17 09:30:53.551,551,2021-08-17 06:30:53.551,2021-08-17 09:30:53.552,0,Sperm Whale                                       ,0,3,,
555,2021-08-17 09:30:54.703,703,2021-08-17 06:30:54.703,2021-08-17 09:30:54.703,0,Dolphin Clicks                                    ,1,3,,
556,2021-08-17 09:30:55.655,655,2021-08-17 06:30:55.655,2021-08-17 09:30:55.655,0,Dolphin Whistles                                  ,2,3,,
557,2021-08-17 09:30:56.872,872,2021-08-17 06:30:56.872,2021-08-17 09:30:56.872,0,Ship Noise                                        ,0,3,,
558,2021-08-17 09:30:57.568,568,2021-08-17 06:30:57.568,2021-08-17 09:30:57.568,0,Airguns                                           ,0,3,,
559,2021-08-17 09:30:58.314,314,2021-08-17 06:30:58.314,2021-08-17 09:30:58.314,0,Other Noise                                       ,0,3,,
560,2021-08-17 10:00:07.015,15,2021-08-17 07:00:07.015,2021-08-17 10:00:07.015,0,NBW                                               ,0,3,,
561,2021-08-17 10:00:07.864,864,2021-08-17 07:00:07.864,2021-08-17 10:00:07.864,0,Sperm Whale                                       ,0,3,,
562,2021-08-17 10:00:09.585,585,2021-08-17 07:00:09.585,2021-08-17 10:00:09.585,0,Dolphin Clicks                                    ,2,3,,
563,2021-08-17 10:00:11.250,250,2021-08-17 07:00:11.250,2021-08-17 10:00:11.250,0,Dolphin Whistles                                  ,3,3,,
564,2021-08-17 10:00:12.623,623,2021-08-17 07:00:12.623,2021-08-17 10:00:12.623,0,Ship Noise                                        ,0,3,,
565,2021-08-17 10:00:13.598,598,2021-08-17 07:00:13.598,2021-08-17 10:00:13.598,0,Airguns                                           ,0,3,,
566,2021-08-17 10:00:14.580,580,2021-08-17 07:00:14.580,2021-08-17 10:00:14.580,0,Other Noise                                       ,0,3,,
567,2021-08-17 10:02:59.263,263,2021-08-17 07:02:59.263,2021-08-17 10:02:59.263,0,NBW                                               ,2,3,,
568,2021-08-17 11:00:20.003,3,2021-08-17 08:00:20.003,2021-08-17 11:00:20.003,0,NBW                                               ,3,3,,
569,2021-08-17 11:00:21.635,635,2021-08-17 08:00:21.635,2021-08-17 11:00:21.635,0,Sperm Whale                                       ,0,3,,
570,2021-08-17 11:00:22.381,381,2021-08-17 08:00:22.381,2021-08-17 11:00:22.381,0,Dolphin Clicks                                    ,0,3,,
571,2021-08-17 11:00:23.044,44,2021-08-17 08:00:23.044,2021-08-17 11:00:23.044,0,Dolphin Whistles                                  ,0,3,,
572,2021-08-17 11:00:23.805,805,2021-08-17 08:00:23.805,2021-08-17 11:00:23.805,0,Ship Noise                                        ,0,3,,
573,2021-08-17 11:00:45.270,270,2021-08-17 08:00:45.270,2021-08-17 11:00:45.270,0,,-1,3,NBW around boat                                   ,
574,2021-08-17 11:46:03.866,866,2021-08-17 08:46:03.866,2021-08-17 11:46:03.866,0,Sperm Whale                                       ,1,3,,
575,2021-08-17 11:46:07.156,156,2021-08-17 08:46:07.156,2021-08-17 11:46:07.156,0,NBW                                               ,1,3,,
576,2021-08-17 11:46:09.555,555,2021-08-17 08:46:09.555,2021-08-17 11:46:09.555,0,Dolphin Clicks                                    ,1,3,,
577,2021-08-17 11:46:18.012,12,2021-08-17 08:46:18.012,2021-08-17 11:46:18.012,0,,-1,3,engine off                                        ,
578,2021-08-17 12:29:20.270,270,2021-08-17 09:29:20.270,2021-08-17 12:29:20.270,0,Ship Noise                                        ,5,3,,
579,2021-08-17 12:30:08.806,806,2021-08-17 09:30:08.806,2021-08-17 12:30:08.806,0,,-1,3,manuvering around whales                          ,
580,2021-08-17 14:32:33.740,740,2021-08-17 11:32:33.740,2021-08-17 14:32:33.740,0,NBW                                               ,2,3,,
581,2021-08-17 14:32:34.878,878,2021-08-17 11:32:34.878,2021-08-17 14:32:34.878,0,Sperm Whale                                       ,0,3,,
582,2021-08-17 14:32:35.614,614,2021-08-17 11:32:35.614,2021-08-17 14:32:35.614,0,Dolphin Clicks                                    ,0,3,,
583,2021-08-17 14:32:36.349,349,2021-08-17 11:32:36.349,2021-08-17 14:32:36.349,0,Dolphin Whistles                                  ,0,3,,
584,2021-08-17 14:32:37.449,449,2021-08-17 11:32:37.449,2021-08-17 14:32:37.449,0,Ship Noise                                        ,4,3,,
585,2021-08-17 14:32:38.311,311,2021-08-17 11:32:38.311,2021-08-17 14:32:38.311,0,Airguns                                           ,0,3,,
586,2021-08-17 14:47:46.576,576,2021-08-17 11:47:46.576,2021-08-17 14:47:46.576,0,Sperm Whale                                       ,4,3,,
587,2021-08-17 14:47:50.152,152,2021-08-17 11:47:50.152,2021-08-17 14:47:50.152,0,Dolphin Clicks                                    ,3,3,,
588,2021-08-17 14:47:51.355,355,2021-08-17 11:47:51.355,2021-08-17 14:47:51.355,0,Dolphin Whistles                                  ,4,3,,
589,2021-08-17 17:30:32.157,157,2021-08-17 14:30:32.157,2021-08-17 17:30:32.157,0,,-1,3,2 juvenile nbw at surface,
590,2021-08-17 17:30:41.975,975,2021-08-17 14:30:41.975,2021-08-17 17:30:41.975,0,Sperm Whale                                       ,2,3,,
591,2021-08-17 17:30:44.682,682,2021-08-17 14:30:44.682,2021-08-17 17:30:44.682,0,Dolphin Clicks                                    ,2,3,,
592,2021-08-17 17:30:55.081,81,2021-08-17 14:30:55.081,2021-08-17 17:30:55.081,0,Dolphin Whistles                                  ,2,3,pilot whistles                                    ,
593,2021-08-17 17:31:30.072,72,2021-08-17 14:31:30.072,2021-08-17 17:31:30.072,0,NBW                                               ,0,3,,
594,2021-08-17 17:31:35.406,406,2021-08-17 14:31:35.406,2021-08-17 17:31:35.406,0,Ship Noise                                        ,0,3,,
595,2021-08-17 17:31:36.746,746,2021-08-17 14:31:36.746,2021-08-17 17:31:36.746,0,Airguns                                           ,0,3,,
596,2021-08-17 18:30:51.988,988,2021-08-17 15:30:51.988,2021-08-17 18:30:51.988,0,NBW                                               ,2,3,,
597,2021-08-17 18:30:53.188,188,2021-08-17 15:30:53.188,2021-08-17 18:30:53.188,0,Sperm Whale                                       ,0,3,,
598,2021-08-17 18:30:54.553,553,2021-08-17 15:30:54.553,2021-08-17 18:30:54.553,0,Dolphin Clicks                                    ,0,3,,
599,2021-08-17 18:30:55.258,258,2021-08-17 15:30:55.258,2021-08-17 18:30:55.258,0,Dolphin Whistles                                  ,0,3,,
600,2021-08-17 18:30:56.608,608,2021-08-17 15:30:56.608,2021-08-17 18:30:56.608,0,Ship Noise                                        ,0,3,,
601,2021-08-17 18:30:57.493,493,2021-08-17 15:30:57.493,2021-08-17 18:30:57.493,0,Airguns                                           ,0,3,,
602,2021-08-17 18:31:05.117,117,2021-08-17 15:31:05.117,2021-08-17 18:31:05.117,0,Other Noise                                       ,4,3,engine on                                         ,
603,2021-08-17 18:35:34.575,575,2021-08-17 15:35:34.575,2021-08-17 18:35:34.575,0,,-1,3,possible raspberries                              ,yes
604,2021-08-17 19:00:54.018,18,2021-08-17 16:00:54.018,2021-08-17 19:00:54.018,0,NBW                                               ,3,3,,
605,2021-08-17 19:00:55.391,391,2021-08-17 16:00:55.391,2021-08-17 19:00:55.391,0,Sperm Whale                                       ,0,3,,
